rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
631,https://boardgamegeek.com/boardgame/150999/valley-kings,150999,Valley of the Kings,2,4,45,45,45,2014,7.12206,6.70181,3216,https://cf.geekdo-images.com/original/img/T5vEq-RLdSbVo6DPj8mexS_p0Ww=/0x0/pic1848490.jpg,14,"Deck / Pool Building, Hand Management, Set Collection",5560,"Ancient, Card Game, Religious",Tom Cleaver,2.197
632,https://boardgamegeek.com/boardgame/551/battle-cry,551,Battle Cry,2,2,45,45,45,2000,7.15575,6.7017,3283,https://cf.geekdo-images.com/original/img/Kka6gXQqPvVlB5VzCy2dLHShCVA=/0x0/pic21060.jpg,10,"Dice Rolling, Hand Management, Modular Board",4012,"American Civil War, Wargame",Richard Borg,2.1046
633,https://boardgamegeek.com/boardgame/41/cant-stop,41,Can't Stop,2,4,30,30,30,1980,6.84603,6.70152,10096,https://cf.geekdo-images.com/original/img/KhE25akKpyfWirTyNTqThTidb0o=/0x0/pic1046518.jpg,9,"Dice Rolling, Press Your Luck",9486,Dice,Sid Sackson,1.1635
634,https://boardgamegeek.com/boardgame/122522/smash,122522,Smash Up,2,4,45,45,45,2012,6.84252,6.69886,18700,https://cf.geekdo-images.com/original/img/OS_VOWW91RutPZMh-uFK0CD4Nnw=/0x0/pic1269874.jpg,12,"Area Control / Area Influence, Hand Management, Take That, Variable Player Powers",30780,"Card Game, Fantasy, Humor, Pirates, Science Fiction, Zombies",Paul Peterson,2.0484
635,https://boardgamegeek.com/boardgame/94246/1812-invasion-canada,94246,1812: The Invasion of Canada,2,5,90,90,90,2012,7.39363,6.69517,1933,https://cf.geekdo-images.com/original/img/pV3HLrc3XFiAdQAprhKGCD_RKw0=/0x0/pic1107292.jpg,10,"Area Movement, Campaign / Battle Card Driven, Dice Rolling, Partnerships, Variable Player Powers",2520,"Educational, Wargame","Beau Beckett, Jeph Stahl",2.1703
636,https://boardgamegeek.com/boardgame/97903/terror-meeple-city,97903,Terror in Meeple City,2,4,45,45,45,2013,6.92155,6.69351,6352,https://cf.geekdo-images.com/original/img/-HiIrTHv7aw8c4mDYvnGs1SXQD4=/0x0/pic2482302.jpg,8,"Area Movement, Set Collection, Variable Player Powers",10204,"Action / Dexterity, Horror","Antoine Bauza, Ludovic Maublanc",1.4822
637,https://boardgamegeek.com/boardgame/197070/massive-darkness,197070,Massive Darkness,1,6,180,90,180,2017,7.54974,6.69351,2259,https://cf.geekdo-images.com/original/img/H5Qlr-yK1ZqU3TpwTkM0Vaxwlfw=/0x0/pic3687923.jpg,14,"Action Point Allowance System, Co-operative Play, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",6071,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult",2.5319
638,https://boardgamegeek.com/boardgame/158435/dogs-war,158435,Dogs of War,3,5,75,75,75,2014,7.54769,6.69316,1625,https://cf.geekdo-images.com/original/img/sZho8jZ3THwS6flUymfMQnrWzJY=/0x0/pic2682914.jpg,14,"Area Control / Area Influence, Hand Management, Variable Player Powers, Worker Placement",2665,"Abstract Strategy, Fantasy, Negotiation, Renaissance, Wargame",Paolo Mori,2.6429
639,https://boardgamegeek.com/boardgame/50768/ninjato,50768,Ninjato,2,4,60,60,60,2011,7.25124,6.69311,2409,https://cf.geekdo-images.com/original/img/_D7tThHtZE-pzLvQO8DbMByQkKw=/0x0/pic967931.jpg,12,"Card Drafting, Press Your Luck, Set Collection, Worker Placement",2666,"Fighting, Medieval, Political","Dan Schnake, Adam West",2.7624
640,https://boardgamegeek.com/boardgame/18100/china,18100,China,3,5,45,45,45,2005,7.01658,6.69287,4107,https://cf.geekdo-images.com/original/img/IMVhl84JIRieqi86DvSpQhBdBDc=/0x0/pic63275.jpg,12,"Area Control / Area Influence, Card Drafting, Hand Management, Route/Network Building",4163,"Ancient, Territory Building",Michael Schacht,2.2902
641,https://boardgamegeek.com/boardgame/157403/black-fleet,157403,Black Fleet,3,4,60,60,60,2014,7.0705,6.69163,3768,https://cf.geekdo-images.com/original/img/U3mLOSa1rASgVJUGgWJi6WkC5Ew=/0x0/pic1987366.jpg,14,"Area Movement, Pick-up and Deliver, Variable Player Powers",6496,"Nautical, Pirates, Transportation",Sebastian Bleasdale,1.948
642,https://boardgamegeek.com/boardgame/204027/cottage-garden,204027,Cottage Garden,1,4,60,45,60,2016,7.0398,6.69071,4044,https://cf.geekdo-images.com/original/img/S2jqfQNNdtFVbP6si00irsvfHB8=/0x0/pic3499059.jpg,8,"Pattern Building, Tile Placement",6492,"Farming, Puzzle",Uwe Rosenberg,1.8442
643,https://boardgamegeek.com/boardgame/25568/metropolys,25568,Metropolys,2,4,45,45,45,2008,7.03672,6.6904,3744,https://cf.geekdo-images.com/original/img/eSV3B6WINt3xlr9DhBE9-0zrAlA=/0x0/pic297075.jpg,8,"Area Control / Area Influence, Auction/Bidding",3656,City Building,Sébastien Pauchon,2.2152
644,https://boardgamegeek.com/boardgame/173064/leaving-earth,173064,Leaving Earth,1,5,180,60,180,2015,7.84708,6.68903,1238,https://cf.geekdo-images.com/original/img/IAII29D07GzJgXYhoiTilueIMZw=/0x0/pic2624698.jpg,12,"Pick-up and Deliver, Point to Point Movement, Simulation",2640,"Science Fiction, Space Exploration",Joseph Fatula,3.5495
645,https://boardgamegeek.com/boardgame/137649/level-7-omega-protocol,137649,Level 7 [Omega Protocol],2,6,90,60,90,2013,7.52989,6.68891,1641,https://cf.geekdo-images.com/original/img/XtP9NQ5gh1vDUhhu79iBePTWN2o=/0x0/pic1689192.jpg,14,"Action Point Allowance System, Dice Rolling, Modular Board, Partnerships, Variable Player Powers",3124,"Fighting, Horror, Miniatures, Science Fiction",Will Schoonover,3.0843
646,https://boardgamegeek.com/boardgame/66056/rivals-catan,66056,Rivals for Catan,2,2,120,45,120,2010,7.0429,6.68833,4352,https://cf.geekdo-images.com/original/img/bYM2AcTF4y0jXsx3BzDk6oBh0Yw=/0x0/pic3736568.jpg,10,"Card Drafting, Dice Rolling, Hand Management",9155,"Card Game, City Building, Medieval, Territory Building",Klaus Teuber,2.3138
647,https://boardgamegeek.com/boardgame/17396/manoeuvre,17396,Manoeuvre,2,2,60,60,60,2008,7.31548,6.68581,2146,https://cf.geekdo-images.com/original/img/Dyss5lxYat3OyZ4OnVLLIPo_2AQ=/0x0/pic309433.jpg,10,"Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hand Management, Modular Board, Variable Player Powers",2927,"Napoleonic, Wargame",Jeff Horger,2.106
648,https://boardgamegeek.com/boardgame/171233/big-book-madness,171233,The Big Book of Madness,2,5,90,60,90,2015,7.08346,6.68511,3664,https://cf.geekdo-images.com/original/img/PDUi7MvHSOcGqAa1WvVWg1w0fAM=/0x0/pic2750172.jpg,12,"Co-operative Play, Deck / Pool Building, Hand Management, Player Elimination, Variable Player Powers",6547,"Card Game, Fantasy",Maxime Rambourg,2.7158
649,https://boardgamegeek.com/boardgame/191051/outlive,191051,Outlive,2,4,110,40,110,2017,7.59944,6.68173,1688,https://cf.geekdo-images.com/original/img/EoUj2kDYhwCKDl7NLaX4gZwrvuA=/0x0/pic3021719.jpg,14,"Area Movement, Set Collection, Variable Player Powers, Worker Placement",3082,Science Fiction,Grégory Oliver,3.0328
650,https://boardgamegeek.com/boardgame/104020/vanuatu,104020,Vanuatu,2,5,90,90,90,2011,7.26833,6.67912,2265,https://cf.geekdo-images.com/original/img/NzxjdeIE0_PEOhqncz5Co2rMMJY=/0x0/pic1288264.jpg,12,"Auction/Bidding, Grid Movement, Modular Board, Tile Placement, Variable Phase Order, Worker Placement",2129,"Economic, Nautical",Alain Epron,3.3207
651,https://boardgamegeek.com/boardgame/136991/loony-quest,136991,Loony Quest,2,5,30,20,30,2015,7.05983,6.67883,3607,https://cf.geekdo-images.com/original/img/abp_2EVOj6Sl2B54Xi9JC73Ij64=/0x0/pic3043308.jpg,8,Line Drawing,5609,"Action / Dexterity, Fantasy, Real-time","Laurent Escoffier, David Franck",1.2248
652,https://boardgamegeek.com/boardgame/178336/worlds-fair-1893,178336,World's Fair 1893,2,4,45,35,45,2016,7.28906,6.67624,2199,https://cf.geekdo-images.com/original/img/L2E4f6YDYd8S1hsBx6LXKmi20vM=/0x0/pic2721792.png,10,"Area Control / Area Influence, Card Drafting, Set Collection",3669,Post-Napoleonic,J. Alex Kevern,1.963
653,https://boardgamegeek.com/boardgame/5737/domaine,5737,Domaine,2,4,60,60,60,2003,7.02053,6.67529,4019,https://cf.geekdo-images.com/original/img/M1nrWUTK97Jh03tACn3Q2HMFng8=/0x0/pic21368.jpg,12,"Area Enclosure, Hand Management, Modular Board",4681,"Medieval, Territory Building",Klaus Teuber,2.7171
654,https://boardgamegeek.com/boardgame/181687/pursuit-happiness,181687,The Pursuit of Happiness,1,4,90,60,90,2015,7.28303,6.675,2198,https://cf.geekdo-images.com/original/img/day1KA4tXuS4JIOwIihUAei-i2I=/0x0/pic2853682.jpg,12,"Simulation, Worker Placement",3714,Economic,"Adrian Abela, David Chircop",2.4483
655,https://boardgamegeek.com/boardgame/1634/warhammer-quest,1634,Warhammer Quest,1,4,120,120,120,1995,7.42467,6.67385,2148,https://cf.geekdo-images.com/original/img/s21K3f0JUDZWYi__JEQgUHd9dWI=/0x0/pic355859.jpg,12,"Co-operative Play, Dice Rolling, Modular Board, Role Playing",2763,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Andy Jones, Gavin Thorpe",2.6829
656,https://boardgamegeek.com/boardgame/179172/unfair,179172,Unfair,2,5,125,50,125,2017,7.45879,6.67301,2146,https://cf.geekdo-images.com/original/img/5kSaTx6po-YoIzJivjpYpRUOR6k=/0x0/pic3297420.jpg,14,"Card Drafting, Hand Management, Set Collection, Take That, Variable Player Powers",4199,"Card Game, City Building, Economic, Print & Play",Joel Finch,2.7018
657,https://boardgamegeek.com/boardgame/185589/islebound,185589,Islebound,2,4,120,60,120,2016,7.33647,6.6715,2016,https://cf.geekdo-images.com/original/img/8TOfgb4W67KdOc20Sdoj_YYuCYs=/0x0/pic2812825.jpg,13,"Area Control / Area Influence, Area Movement, Modular Board",4245,Nautical,Ryan Laukat,2.8163
658,https://boardgamegeek.com/boardgame/25669/qwirkle,25669,Qwirkle,2,4,45,45,45,2006,6.80617,6.6711,12106,https://cf.geekdo-images.com/original/img/FnLhG5NDbel24voh8nbdYXAYji0=/0x0/pic309353.jpg,6,"Hand Management, Pattern Building, Tile Placement",20344,Abstract Strategy,Susan McKinley Ross,1.6494
659,https://boardgamegeek.com/boardgame/68264/no-retreat-russian-front,68264,No Retreat! The Russian Front,1,2,360,360,360,2011,7.8546,6.67041,1177,https://cf.geekdo-images.com/original/img/3gl44k0Zt2OMmF1WIxLMvJRWeuM=/0x0/pic1019831.jpg,12,"Campaign / Battle Card Driven, Dice Rolling, Hex-and-Counter, Simulation",2593,"Wargame, World War II",Carl Paradis,3.1208
660,https://boardgamegeek.com/boardgame/152162/diamonds,152162,Diamonds,2,6,30,20,30,2014,7.00904,6.67004,3950,https://cf.geekdo-images.com/original/img/tlHiiZLWFwRF_UGjxlTOpySUPrM=/0x0/pic1986481.jpg,8,"Hand Management, Trick-taking",5995,Card Game,Mike Fitzgerald,1.5667
661,https://boardgamegeek.com/boardgame/151007/pathfinder-adventure-card-game-skull-shackles-base,151007,Pathfinder Adventure Card Game: Skull & Shackles – Base Set,1,4,120,120,120,2014,7.41393,6.66906,1935,https://cf.geekdo-images.com/original/img/nsBNLA51E6IXPdfx5NC7o_XuVfE=/0x0/pic2268287.jpg,13,"Co-operative Play, Deck / Pool Building, Dice Rolling, Role Playing, Variable Player Powers",5294,"Card Game, Fantasy, Fighting, Pirates","Chad Brown, Tanis O'Connor, Paul Peterson, Mike Selinker, Gaby Weidling",2.9474
662,https://boardgamegeek.com/boardgame/35497/fauna,35497,Fauna,2,6,60,45,60,2008,7.06344,6.66758,3413,https://cf.geekdo-images.com/original/img/ZZbfemoeEqxct-0DGKFiUH7j3ZE=/0x0/pic1091049.jpg,8,Betting/Wagering,3821,"Animals, Educational, Trivia",Friedemann Friese,1.4976
663,https://boardgamegeek.com/boardgame/142326/eight-minute-empire-legends,142326,Eight-Minute Empire: Legends,2,4,32,16,32,2013,7.04841,6.6661,3508,https://cf.geekdo-images.com/original/img/y94-taBtu9UygIYOYaAC8byHelg=/0x0/pic1708628.jpg,13,"Area Control / Area Influence, Area Movement, Card Drafting, Modular Board, Set Collection, Variable Player Powers",5925,"Civilization, Exploration, Mythology, Territory Building",Ryan Laukat,1.9935
664,https://boardgamegeek.com/boardgame/200077/mint-works,200077,Mint Works,1,4,20,10,20,2017,7.26886,6.66245,2371,https://cf.geekdo-images.com/original/img/CaoF1gDthH_0iNJDG5-7-r56FPc=/0x0/pic3418969.png,13,"Card Drafting, Worker Placement",4721,"Card Game, Economic, Industry / Manufacturing",Justin Blaske,1.6949
665,https://boardgamegeek.com/boardgame/207691/railroad-revolution,207691,Railroad Revolution,2,4,90,45,90,2016,7.45682,6.662,1634,https://cf.geekdo-images.com/original/img/D98_xtVQsJqnRlgC7oerU7qUluM=/0x0/pic3200781.jpg,12,Route/Network Building,2462,Trains,"Marco Canetta, Stefania Niccolini",3.2029
666,https://boardgamegeek.com/boardgame/130176/tales-games-hare-tortoise,130176,Tales & Games: The Hare & the Tortoise,2,5,20,15,20,2011,7.16474,6.66158,2680,https://cf.geekdo-images.com/original/img/5422zjzXNGLj5b_tiM23TneqPWM=/0x0/pic2688992.jpg,7,"Betting/Wagering, Hand Management",4737,"Animals, Card Game, Children's Game, Novel-based, Racing",Gary Kim,1.4495
667,https://boardgamegeek.com/boardgame/71671/yggdrasil,71671,Yggdrasil,1,6,90,90,90,2011,7.06913,6.6615,3290,https://cf.geekdo-images.com/original/img/b7ryu8HTm-RxLADC_B-KHOGfqjU=/0x0/pic953922.jpg,13,"Action Point Allowance System, Co-operative Play, Dice Rolling, Set Collection, Variable Player Powers",3424,Mythology,"Cédric Lefebvre, Fabrice Rabellino",2.5896
668,https://boardgamegeek.com/boardgame/164265/witness,164265,Witness,4,4,15,15,15,2014,7.36558,6.66083,1857,https://cf.geekdo-images.com/original/img/SYDPwTN1Qriv3pWhi5x0VZ5q4lg=/0x0/pic2336025.jpg,13,"Co-operative Play, Memory, Storytelling",3068,"Comic Book / Strip, Deduction, Memory, Murder/Mystery",Dominique Bodin,1.5
669,https://boardgamegeek.com/boardgame/183880/risk-star-wars-edition,183880,Risk: Star Wars Edition,2,4,45,30,45,2015,7.15849,6.66049,2705,https://cf.geekdo-images.com/original/img/arh9eL_LZ2K8YV_iFOeoP49BgDE=/0x0/pic2676191.jpg,10,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Variable Player Powers",6778,"Movies / TV / Radio theme, Science Fiction, Wargame","James D'Aloisio, Austin Rucker, Craig Van Ness",1.8261
670,https://boardgamegeek.com/boardgame/23094/planet-steam,23094,Planet Steam,2,5,120,120,120,2008,7.21825,6.66019,2414,https://cf.geekdo-images.com/original/img/iEvCUlr2BA2KrRCK_KzLsBVFmaE=/0x0/pic1639600.jpg,14,"Auction/Bidding, Commodity Speculation, Trading",4631,"Economic, Science Fiction",Heinz-Georg Thiemann,3.7571
671,https://boardgamegeek.com/boardgame/27364/caylus-magna-carta,27364,Caylus Magna Carta,2,4,75,45,75,2007,6.9514,6.65955,4573,https://cf.geekdo-images.com/original/img/FKHTjfwMYAsnNfjh-lNSKFKMzkM=/0x0/pic339842.jpg,10,"Hand Management, Worker Placement",6283,"Card Game, City Building, Economic, Medieval",William Attia,2.8675
672,https://boardgamegeek.com/boardgame/127518/distant-plain,127518,A Distant Plain,1,4,300,180,300,2013,7.96474,6.65938,1034,https://cf.geekdo-images.com/original/img/KKH91ZUCAKh5VpB8KDpNYxb2EXQ=/0x0/pic1733403.jpg,12,"Area Control / Area Influence, Area Movement, Dice Rolling, Variable Phase Order, Variable Player Powers",2882,"Modern Warfare, Wargame","Volko Ruhnke, Brian Train",3.7736
673,https://boardgamegeek.com/boardgame/1465/wizard,1465,Wizard,3,6,45,45,45,1984,6.90004,6.65877,6135,https://cf.geekdo-images.com/original/img/Uk2J7VGDyGMt6O3H_Pkt41GSlmQ=/0x0/pic5948.jpg,10,"Betting/Wagering, Hand Management, Trick-taking",9768,Card Game,Ken Fisher,1.7489
674,https://boardgamegeek.com/boardgame/191231/nebula,191231,Via Nebula,2,4,60,45,60,2016,7.17849,6.65636,2533,https://cf.geekdo-images.com/original/img/7COcSNU0RuDc5t8Ijg08ltI_mWE=/0x0/pic2839651.png,12,"Pick-up and Deliver, Route/Network Building",3523,"Territory Building, Transportation",Martin Wallace,2.2063
675,https://boardgamegeek.com/boardgame/131260/qwixx,131260,Qwixx,2,5,15,15,15,2012,6.90541,6.65597,5615,https://cf.geekdo-images.com/original/img/6OMgncywPVrs0hrTVCG90KBbNWY=/0x0/pic2282547.jpg,8,"Dice Rolling, Paper-and-Pencil",9299,Dice,Steffen Benndorf,1.1331
676,https://boardgamegeek.com/boardgame/8203/hey-s-my-fish,8203,"Hey, That's My Fish!",2,4,20,20,20,2003,6.74619,6.65584,16636,https://cf.geekdo-images.com/original/img/QujODWrCk8P7rsqBcDbLOG_XZjo=/0x0/pic1004115.jpg,8,"Area Enclosure, Grid Movement, Modular Board",20598,"Abstract Strategy, Animals","Günter Cornett, Alvydas Jakeliunas",1.4635
677,https://boardgamegeek.com/boardgame/121410/steam-park,121410,Steam Park,2,4,60,60,60,2013,6.94551,6.65555,4678,https://cf.geekdo-images.com/original/img/xnQdx1SzWG_4SsU7eap3z_G-j3E=/0x0/pic2656302.jpg,8,"Card Drafting, Dice Rolling, Memory, Modular Board",7294,"City Building, Dice, Real-time, Science Fiction","Aureliano Buonfino, Lorenzo Silva, Lorenzo Tucci Sorrentino",2.096
678,https://boardgamegeek.com/boardgame/38159/ultimate-werewolf-ultimate-edition,38159,Ultimate Werewolf: Ultimate Edition,5,68,90,30,90,2008,7.0987,6.65532,3265,https://cf.geekdo-images.com/original/img/NDDtD51tQhfqi-9-dmcU9KGN_XY=/0x0/pic1849390.jpg,8,"Partnerships, Role Playing, Voting",5609,"Bluffing, Card Game, Deduction, Horror, Murder/Mystery, Negotiation, Party Game",Ted Alspach,1.4865
679,https://boardgamegeek.com/boardgame/1382/winners-circle,1382,Winner's Circle,2,6,60,45,60,2001,6.96469,6.65434,4399,https://cf.geekdo-images.com/original/img/4Sd7AXnY4nJ3OzooJznqOg95OAU=/0x0/pic3159401.jpg,10,"Betting/Wagering, Roll / Spin and Move",4262,"Animals, Racing, Sports",Reiner Knizia,1.6069
680,https://boardgamegeek.com/boardgame/42910/peloponnes,42910,Peloponnes,1,5,45,45,45,2009,7.15768,6.65312,2462,https://cf.geekdo-images.com/original/img/jn73pNRTpqXHCY6zGMKFq4b0CJE=/0x0/pic586432.jpg,10,"Auction/Bidding, Tile Placement, Variable Player Powers",2564,"Ancient, City Building, Civilization",Bernd Eisenstein,2.3905
681,https://boardgamegeek.com/boardgame/124/primordial-soup,124,Primordial Soup,3,4,90,90,90,1997,6.96041,6.65215,4325,https://cf.geekdo-images.com/original/img/sZcDKbNjSQrzGRHIyvq2ntWB13A=/0x0/pic294731.jpg,12,"Dice Rolling, Grid Movement, Variable Phase Order, Variable Player Powers",5040,Prehistoric,"Doris Matthäus, Frank Nestel",2.731
682,https://boardgamegeek.com/boardgame/34084/witchs-brew,34084,Witch's Brew,3,5,45,45,45,2008,7.03685,6.65211,3429,https://cf.geekdo-images.com/original/img/Vdcu4iDhbgWdxbHycjl9RD0P5yQ=/0x0/pic365958.jpg,9,"Hand Management, Simultaneous Action Selection",3449,"Bluffing, Card Game, Fantasy",Andreas Pelikan,1.8631
683,https://boardgamegeek.com/boardgame/57390/catacombs,57390,Catacombs,2,5,90,30,90,2010,7.1354,6.65065,2782,https://cf.geekdo-images.com/original/img/zL-tfwegRplpKtOu1KD24rbcSnw=/0x0/pic1258597.jpg,12,"Partnerships, Player Elimination, Role Playing, Variable Player Powers",3430,"Action / Dexterity, Adventure, Fantasy, Fighting","Ryan Amos, Marc Kelsey, Aron West",1.9409
684,https://boardgamegeek.com/boardgame/1608/ambush,1608,Ambush!,1,1,240,240,240,1983,7.4028,6.64889,1930,https://cf.geekdo-images.com/original/img/VETciKbFC8C9KH9Bwxwxsrxwv0E=/0x0/pic265524.jpg,12,"Action Point Allowance System, Dice Rolling, Hex-and-Counter, Secret Unit Deployment",4073,"Exploration, Fighting, Wargame, World War II","John H. Butterfield, Eric Lee Smith",3.2538
685,https://boardgamegeek.com/boardgame/91536/quarriors,91536,Quarriors!,2,4,30,30,30,2011,6.79212,6.6472,12109,https://cf.geekdo-images.com/original/img/TZA2M92b1Hd_DSYPhzfpIMni5jQ=/0x0/pic1604985.jpg,14,"Card Drafting, Deck / Pool Building, Dice Rolling",15853,"Dice, Fantasy, Fighting","Mike Elliott, Eric M. Lang",1.9643
686,https://boardgamegeek.com/boardgame/37628/haggis,37628,Haggis,2,3,45,45,45,2010,7.01172,6.64684,3520,https://cf.geekdo-images.com/original/img/LlHrWl-ucstd7IxQ-Sj_KEsdVNk=/0x0/pic807564.jpg,13,"Betting/Wagering, Hand Management, Trick-taking",5447,Card Game,Sean Ross (I),2.1263
687,https://boardgamegeek.com/boardgame/327/loopin-louie,327,Loopin' Louie,2,4,10,10,10,1992,6.844,6.64615,7120,https://cf.geekdo-images.com/original/img/omJ-D8Exi6YrZTJmLoUkBFg9elc=/0x0/pic4025029.png,4,Player Elimination,8539,"Action / Dexterity, Animals, Aviation / Flight, Children's Game, Electronic, Movies / TV / Radio theme, Real-time","Masaru Aoki, Carol Wiseley",1.0537
688,https://boardgamegeek.com/boardgame/56692/parade,56692,Parade,2,6,45,45,45,2007,6.94138,6.64611,4500,https://cf.geekdo-images.com/original/img/r48PWXw3pmXUNg8eHAaD692YxMc=/0x0/pic2239001.jpg,12,"Hand Management, Set Collection",6287,"Card Game, Novel-based",Naoki Homma,1.4913
689,https://boardgamegeek.com/boardgame/4099/keythedral,4099,Keythedral,2,5,90,60,90,2002,7.07988,6.64508,2858,https://cf.geekdo-images.com/original/img/RyQOOLOjTake4hxrGppcRwdSG9A=/0x0/pic561488.jpg,8,"Auction/Bidding, Modular Board, Set Collection, Tile Placement, Worker Placement",3301,"City Building, Medieval",Richard Breese,2.856
690,https://boardgamegeek.com/boardgame/221/ikusa,221,Ikusa,2,5,360,240,360,1986,7.01197,6.64479,4484,https://cf.geekdo-images.com/original/img/0jlsAk-cJ0iN8M75NZ7ySp5-rA0=/0x0/pic1050037.jpg,12,"Auction/Bidding, Dice Rolling, Simultaneous Action Selection",7397,"Civil War, Wargame",Michael Gray,2.9452
691,https://boardgamegeek.com/boardgame/44163/power-grid-factory-manager,44163,Power Grid: Factory Manager,2,5,60,60,60,2009,6.88768,6.64467,5437,https://cf.geekdo-images.com/original/img/oe-8MKMJ2lqMTE08bitHge1GFU8=/0x0/pic577313.jpg,12,"Auction/Bidding, Commodity Speculation",6161,"Economic, Industry / Manufacturing",Friedemann Friese,2.9957
692,https://boardgamegeek.com/boardgame/197443/fugitive,197443,Fugitive,2,2,20,5,20,2017,7.37123,6.64388,1785,https://cf.geekdo-images.com/original/img/k6c_XNW0gY8U1kmy_TU_iVCLVjE=/0x0/pic3481216.png,10,"Hand Management, Memory, Secret Unit Deployment",4338,"Bluffing, Card Game, Deduction, Number, Spies/Secret Agents",Tim Fowers,1.7586
693,https://boardgamegeek.com/boardgame/21523/runebound-second-edition,21523,Runebound (Second Edition),2,6,240,120,240,2005,6.8982,6.64305,7332,https://cf.geekdo-images.com/original/img/Z8MCWBklIiQ6juppUv-JQEa72EI=/0x0/pic178189.jpg,12,"Area Movement, Card Drafting, Dice Rolling, Role Playing",9591,"Adventure, Exploration, Fantasy, Fighting","Darrell Hardy, Martin Wallace",2.6803
694,https://boardgamegeek.com/boardgame/154086/gold-west,154086,Gold West,2,4,60,45,60,2015,7.46044,6.64263,1539,https://cf.geekdo-images.com/original/img/XXanR6xn_36XR5aQuYn7ebDU0dM=/0x0/pic2218906.png,13,"Area Control / Area Influence, Modular Board, Route/Network Building, Set Collection",1922,"American West, Economic, Territory Building",J. Alex Kevern,2.4615
695,https://boardgamegeek.com/boardgame/236191/london-second-edition,236191,London (second edition),2,4,90,60,90,2017,7.74692,6.64088,1145,https://cf.geekdo-images.com/original/img/4kFY-uXI0AnSLE4hKVJOJXc8ynI=/0x0/pic3693999.jpg,14,"Card Drafting, Hand Management, Variable Player Powers",2256,"Card Game, City Building",Martin Wallace,2.6471
696,https://boardgamegeek.com/boardgame/30381/hamburgum,30381,Hamburgum,2,5,75,75,75,2007,7.07104,6.64067,2918,https://cf.geekdo-images.com/original/img/N0V6h4mLs8saHN_4dbkomsYG9Fo=/0x0/pic260141.jpg,12,Set Collection,3066,"City Building, Economic",Mac Gerdts,3.0822
697,https://boardgamegeek.com/boardgame/30618/eat-poop-you-cat,30618,Eat Poop You Cat,3,99,20,20,20,1984,7.49409,6.64038,1455,https://cf.geekdo-images.com/original/img/hjqVjXQNcBn1Lsxxp1cGLtSVeHk=/0x0/pic611630.jpg,0,Paper-and-Pencil,742,"Humor, Party Game",(Uncredited),1.1204
698,https://boardgamegeek.com/boardgame/125678/dc-comics-deck-building-game,125678,DC Comics Deck-Building Game,2,5,45,45,45,2012,7.01418,6.63987,4752,https://cf.geekdo-images.com/original/img/CLaWM8gcMBBpMXD4k1tB-MZL5NA=/0x0/pic1355432.png,15,Deck / Pool Building,7418,"Card Game, Comic Book / Strip","Matt Hyra, Ben Stoll",2.0214
699,https://boardgamegeek.com/boardgame/180593/bloody-inn,180593,The Bloody Inn,1,4,60,30,60,2015,6.98465,6.63854,3946,https://cf.geekdo-images.com/original/img/a8hAyFFmeL251YfceGtd9RoWHEQ=/0x0/pic2618699.jpg,14,Hand Management,5757,"Economic, Horror, Mature / Adult",Nicolas Robert,2.3902
700,https://boardgamegeek.com/boardgame/159473/quartermaster-general,159473,Quartermaster General,2,6,90,90,90,2014,7.44989,6.63841,1723,https://cf.geekdo-images.com/original/img/8n4lkOUja2PC9npHmSYKgLxyR1E=/0x0/pic2020915.jpg,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Hand Management, Partnerships",1953,"Wargame, World War II",Ian Brody,2.2835
701,https://boardgamegeek.com/boardgame/121297/fleet,121297,Fleet,2,4,45,30,45,2012,6.97382,6.63829,3836,https://cf.geekdo-images.com/original/img/BEge8jxDQWXjO6Ui-LqRhTAFtug=/0x0/pic1247682.jpg,10,"Auction/Bidding, Hand Management",5568,"Card Game, Nautical","Ben Pinchback, Matt Riddle",2.2385
702,https://boardgamegeek.com/boardgame/6830/zendo,6830,Zendo,3,5,60,60,60,2001,7.27199,6.63744,2055,https://cf.geekdo-images.com/original/img/eKqEv6GdeQHmg1dTIxnulYZ6plw=/0x0/pic3808891.jpg,8,"Pattern Recognition, Simultaneous Action Selection",1952,"Abstract Strategy, Deduction, Puzzle","Kory Heath, Andrew Looney",2.551
703,https://boardgamegeek.com/boardgame/157001/trains-rising-sun,157001,Trains: Rising Sun,2,4,45,45,45,2014,7.55387,6.63614,1376,https://cf.geekdo-images.com/original/img/yfkg4M_oKOa0Jfs66lcZpKgAPA0=/0x0/pic2026066.jpg,12,"Deck / Pool Building, Hand Management, Route/Network Building",3227,"Card Game, Territory Building, Trains","Steve Ellis (II), Hisashi Hayashi",2.4483
